"Class Catalogue - Class Search Results"

"Search Type:","Class Search"
"Session:","Academic Year 2021/2022"
"Credit Scheme:","Strathclyde Standard 2003 and after"
"Classification:","Postgraduate"


"CODE","TITLE","CREDITS","LEVEL","UG/PG/CE","SEMESTER","EXCHANGE","ELECTIVE",
"BF981","Socio-Economics Of Energy Systems","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MP814","Spectroscopy: Principles, Application And Methods","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MS924","Spreadsheet Modelling And Demand Forecasting","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"MM918","Statistical Computing For Data Analytics","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MK816","Strategic Digital Marketing","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MK808","Strategic Global Marketing","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"Z1961","Strategic Innovation Management","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"X3823","Strategic Leadership","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MK970","Strategic Marketing Management","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM927","Strategic Supply Chain Management","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"DM920","Strategic Technology Management","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"NM811","Structural Analysis Of Ships And Offshore Structures","12","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CH923","Student Led Individually Created Course (Slicc)","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"BF807","Study In Politecnico Di Milano","75","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM977","Subsurface Technology","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"SD907","Supply Chain Management & Forecasting & Demand","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM926","Supply Chain Operations","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"DM813","Supply Chain Operations (Online)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"X3801","Supporting Literacy Development","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MM926","Survey Design And Analysis","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"AB975","Sustainability","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"DM943","Sustainable Product Design And Manufacturing","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L5921","Systemic Psychotherapy And Context","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2985","Systems Architecture And Design","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM916","Systems Availability And Maintenance","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"DM994","Systems Engineering Concepts","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"DM998","Systems Engineering Concepts","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM997","Systems Thinking And Modelling","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L2986","Systems Thinking And Modelling","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X7789","Taking Action: Child, Family And Community Efficacy","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"MP981","Targeted Cancer Therapies For Personalised Medicine","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"Z1975","Technology & Organisational Change","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"DM814","Technology And Innovation Management (Online)","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"X3900","Technology Enhanced Learning: Theory And Practice","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"EX946","Technology Management","12","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"R5906","Text Typology And Translation","20","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"MG828","The Ceo-Challenges And Choices In Delivering Value","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"X9876","The Connected Child: Early Child Development","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"M9902","The Context Of Construction","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"OB907","The Reflective Leader","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"MG982","The Reflective Practitioner","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"B9903","The Therapeutic Relationship","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3941","Theories And Policies In 2nd Language Acquisition And Bilingualism","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"X9808","Theory And Practice 1: Conceptual Frameworks In Autism","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3944","Theory And Practice 1: Conceptual Frameworks In Autism (Dl)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L8906","Theory And Practice 2","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"NM963","Theory And Practice Of Marine Cfd","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9937","Theory And Principles Of Conflict Resolution","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"M9877","Theory And Principles Of Conflict Resolution (Online)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L5958","Theory Development In Family Therapy","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"AB978","Theory Of Conservation","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"L8902","Theory, Practice And Professional Development","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3839","Thinking About Education","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"PH957","Topics In Photonics","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"R5907","Translation And Interpreting Studies","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"V1943","Transnational Radicalism And The Irish World: 1845 - 1923","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L5966","Understanding And Assessing In Children'S Life-Spaces","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3933","Understanding Education Policy","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"CP941","Understanding Financial Information","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"P3975","Understanding Gender","20","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"X2907","Understanding Gender And Sexuality In Education","20","Level 5","Postgraduate","Semester 1 2021/22","Y","EO",
"C8996","Understanding Health (Summer)","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X9743","Understanding Inclusive Education","20","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"AB936","Urban Design History","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"AB938","Urban Design Representation","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"AB931","Urban Design Studio 1a","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"AB932","Urban Design Studio 1b","10","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"AB973","Urban Design Studio 2: Framework And Coding","20","Level 5","Postgraduate","Semester 1 2021/22","Y","NE",
"AB935","Urban Landscape Design","10","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"DM937","Vip - Robotic Vehicles For Education And Research (Sem 1)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"X3806","Vip - Stem Education And Public Engagement (Sem 1)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"BM930","Vip - Systems Biology Of Polarized Growth (Sem 1)","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"CL984","Vip Water And Sanitation Hygiene (Wash) Sem 1","10","Level 5","Postgraduate","Semester 1 2021/22","N","EO",
"EV921","Water And Environmental Management","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"CL978","Water And Wastewater Treatment Design","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"L5976","Welfare Concepts And Ideas","20","Level 5","Postgraduate","Semester 1 2021/22","N","PE",
"EE877","Wind Energy And Distributed Energy Resources 1","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EE821","Wind Generators Modelling And Control","10","Level 5","Postgraduate","Semester 1 2021/22","Y","PE",
"EE960","Wind Turbine Control","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE958","Wind Turbine Technology 1","10","Level 5","Postgraduate","Semester 1 2021/22","N","NE",
"EE891","5g Communications Networks","10","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"L2966","Academic Policy Related Paper","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X9896","Academic Writing","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG990","Accounting And Financial Analysis","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"OB901","Accounting And Financial Management","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG914","Advanced Accounting","20","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"AG992","Advanced Accounting","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9891","Advanced Civil Advocacy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP996","Advanced Clinical Therapeutics","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG915","Advanced Corporate Finance And Applications","20","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"AG993","Advanced Corporate Finance And Applications","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9803","Advanced Criminal Advocacy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"DM947","Advanced Forming Technology Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CS987","Advanced Machine Learning For Data Analytics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"NM840","Advanced Marine Design","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"NM952","Advanced Marine Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"DM948","Advanced Materials And Production Technology","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"M9875","Advanced Mediation (Online)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"PH955","Advanced Nanoscience 1","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"PH956","Advanced Nanoscience 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS934","Advanced Operational Research Modelling Using Specialist Software Tools","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"PH963","Advanced Photonics Devices","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9800","Advanced Private Client","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP959","Advanced Process Design","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5990","Advanced Project Module","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BF995","Advanced Qualitative Methods","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X7810","Advanced Qualitative Research Design And Data Analysis","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BF998","Advanced Quantitative Methods","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X7809","Advanced Quantitative Research Design And Data Analysis","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X9645","Advanced Research Methods And Proposal","60","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"ME952","Advanced Spaceflight Mechanics","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP959","Advanced Techniques In Biomedical Research 2","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MP979","Advanced Techniques In Drug Discovery","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BM937","Advanced Topics In Biomedical Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"P3979","Advanced Topics In Communicating Politics","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CW906","Advanced Topics In Creative Writing","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"BM947","Advanced Topics In Drug Delivery 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"P3980","Advanced Topics In Health Communication","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS805","Advanced Topics In Information Security","15","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"P3981","Advanced Topics In Journalism Ethics And Trauma","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"PH960","Advanced Topics In Photonics","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS815","Ai For Finance","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3867","Alternative Education","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"BE912","Anatomy And Physiology","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"L2901","Applied Leadership Programme","60","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"ME960","Applied Metallurgy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5975","Approaches To Welfare: Past, Present And Future","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CL952","Aquifer Mechanics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"M8902","Arbitration Law","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"AB987","Arcology","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"LL947","Assessing Hazards, Risks And Dangers","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE708","Asset Management And Condition Monitoring","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3805","Attachment And Nurture: Working With Emotions & Developing Relationships","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X2903","Autism And Schooling: The Autism Toolbox (Dl)","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3960","Autism: Becoming A Trainer","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"NM844","Autonomous Marine Vehicles Modelling And Digital Twin","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK812","B2b And Key Account Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"PH966","Becoming An Engaging Researcher","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AG916","Behavioural Finance","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"CL941","Best Practice In Environmental Impact Assessment","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG860","Big Data Fundamentals","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MP919","Bioanalysis, Biotechnology And Quality Management","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP831","Bioanalytical And Chromatographic Methods","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EX942","Bioinformatics","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE906","Biomaterials And Biocompatibility","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BE914","Biomedical Engineering Dissertation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BM923","Bioprocessing","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE905","Biosignal Processing And Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"EX929","Blue Biotechnology","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M8921","Blue Growth And Maritime Law","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"ME950","Boiler Thermal Hydraulics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MG856","Brand Management & Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MK819","Brand Management And Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CH914","Build A Microscope Course","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB991","Building Information Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CS820","Business Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS975","Business Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L2978","Business Analysis","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS980","Business Analytics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"M9922","Business And Human Rights","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CP934","Business And Technology Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MS928","Business Information Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MG877","Business Operations","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS926","Business Simulation Methods","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MG931","Business Strategy","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"R5903","Business Translation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE903","Cardiovascular Devices","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG944","Causality In Empirical Finance Research: An Applied Approach","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EX953","Cdt 3 Month Placement","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG950","Change Agency","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L5914","Child & Youth Care Studies: Critical Reflection And Relational Practice","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5915","Child And Youth Care Studies: Research Methods","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"L5917","Child And Youth Care Studies: Research Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X9644","Child-Centred And Child-Focused Approaches To Practitioner Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9838","Childhood And Crime","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3988","Children'S Literature And Literary Theory","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"C8925","Chip And Individual Differences (Spring)","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CL994","Circular Economy And Transformations Towards Sustainability","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EC974","Climate Change Economics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"BE904","Clinical And Sports Biomechanics","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MP926","Clinical Assignment 2","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP927","Clinical Assignment 3","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP928","Clinical Assignment 4","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE934","Clinical Gait Analysis B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"BE932","Clinical Governance B","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MP806","Clinical Practice Attachment","40","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"BM929","Collaborative Masters In Industrial Bioechnology: Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9804","Commercial Conveyancing","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MG843","Commercial Management In Projects","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MS990","Commercial Management In Projects","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG838","Commerciality For Executives","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9806","Commerical Contracts And Intellectual Property","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"L2979","Communicating Policy","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9805","Company Law","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"M9924","Comparative Law Of Obligations","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"L2916","Comparative Public Policy","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"CS810","Compliance And Operational Security Management","15","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM975","Computational Free-Surface Hydrodynamics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"NM979","Computational Modelling Of Problems In Structural Mechanics","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"PH967","Computational Physics","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9809","Conflict Resolution And The State","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"AB983","Conservation Design Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB985","Conservation Materials Technology","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG836","Consulting In Practice","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS989","Consulting In Practice","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK820","Consumer Behaviour","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK985","Contemporary Consumers","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X9798","Contemporary Contexts For Teacher Learning And Teachers' Work","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"L2962","Contemporary International Relations","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"L5987","Contemporary Issues In Criminology","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"SD902","Contemporary Marketing Strategy","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"QQ988","Contemporary Scottish Cultural Studies","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X3822","Contexts For Leadership","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"LL949","Corporate Risk Management","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"B9906","Counselling Case Formulation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X3958","Counselling Skills In Autism Spectrum Disorders","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X9895","Course (Re) Design","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CW904","Creative Writing Skills Project: The Made Project","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"CW901","Creative Writing Workshop 1: The Shape Of Stories 1","20","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"X3990","Creativity, Literacies And Emotional-Social Development","20","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"HR962","Critical Issues In Human Resource Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AB988","Cultural And Behavioural Factors In Architecture And Urbanism","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"AB967","Cultural Studies 5","20","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"X3859","Curriculum Development In Tesol","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"MK828","Customer Led Emarketing","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK988","Customer Management 1 : Customer Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MK989","Customer Management 2 - Customer Led E-Marketing","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"NM836","Data Analysis For Engineering","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EE818","Data Analytics And Artificial Intelligence For Energy Systems","10","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MM923","Data Analytics In R","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"X9800","Data Collection In Educational And Social Research","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS952","Database And Web Systems Development","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS992","Database Development","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"CS990","Database Fundamentals","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS979","Decision Support And Health Analytics","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS802","Deep Learning And Neural Nets","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CS827","Deep Learning In Visual Computing Applications","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"AG929","Derivatives","10","Level 6","Postgraduate","Semester 2 2021/22","N","EO",
"AG925","Derivatives And Treasury Management","20","Level 6","Postgraduate","Semester 2 2021/22","N","NE",
"AG997","Derivatives And Treasury Management","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"NM961","Design And Construction Of Fpso'S","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"MP960","Design And Development Of Anti-Cancer Drugs","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"DM951","Design For Industry 4 And Smart Products","10","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"EF937","Design Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB965","Design Studies 5b","40","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"CH922","Design Thinking","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"MK829","Destination Marketing & Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK990","Destination Marketing And Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"X9897","Developing An Inclusive Curriculum","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"X3992","Developing Effective Practice In Youth Health Promotion","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG819","Developing Skills For Effective Management Consulting","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"OB905","Developing Strategic Leaders","30","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"CH920","Digital Business","15","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"CS809","Digital Forensics And Incidence Response","15","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MG829","Digital Leadership: Strategy And Management","10","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"P3982","Digital Skills For Media And Communication","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"X3863","Digital Technologies In Language Teaching","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"BF825","Digital Transformation","10","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"MK813","Digital Transformative Project","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"V1996","Diplomacy And Conflict Resolution In The Arab-Israeli Dispute, 1947-1979","20","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"BM949","Disorders Of The Nervous System","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"M9967","Dispute Resolution","20","Level 5","Postgraduate","Semester 2 2021/22","N","PE",
"Z1987","Disruptive Technologies","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"EE999","Dissertation","20","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK826","Dissertation","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK967","Dissertation","40","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS810","Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS931","Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"Z1977","Dissertation","60","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"EE800","Dissertation (Mres)","100","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MS983","Dissertation In Data Analytics","60","Level 5","Postgraduate","Semester 2 2021/22","Y","NE",
"MS820","Dissertation In Health Analysis, Policy & Management","60","Level 5","Postgraduate","Semester 2 2021/22","Y","PE",
"QQ980","Dissertation In Interdisciplinary English Studies","60","Level 5","Postgraduate","Semester 2 2021/22","N","EO",
"QQ983","Dissertation In Interdisciplinary English Studies","60","Level 5","Postgraduate","Semester 2 2021/22","Y","EO",
"L5980","Dissertation In Social Policy","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB947","Dissertation Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"AB986","Dissertation Project","60","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
"MK821","Dissertation Skills","10","Level 5","Postgraduate","Semester 2 2021/22","N","NE",
